gender,race,years_experience,education,education_num,skill_score,interview_score,base_score,penalty,hire
Female,White,8.9,Masters,2,63.5,76.0,73.60000000000001,-2.0,1
Male,White,5.0,HS,0,85.7,80.6,76.52000000000001,0.0,1
Female,White,1.3,Bachelors,1,54.0,73.5,53.6,-2.0,1
Female,Hispanic,8.8,Bachelors,1,75.2,74.3,77.4,-2.0,1
Female,White,7.2,Bachelors,1,64.2,84.3,73.80000000000001,-2.0,0
Female,White,6.6,HS,0,58.6,62.0,61.440000000000005,-2.0,0
Female,White,7.1,HS,0,100.0,59.7,78.08,-2.0,1
Female,Hispanic,12.2,Bachelors,1,76.3,55.8,77.24000000000001,-2.0,0
Male,Black,11.6,HS,0,79.2,72.2,83.76,-5.0,1
Female,White,2.9,PhD,3,87.1,47.8,59.75999999999999,-2.0,0
Female,White,9.9,Bachelors,1,48.7,75.5,69.48,-2.0,1
Female,Black,6.1,HS,0,96.3,68.7,78.2,-7.0,0
Female,Asian,6.5,Bachelors,1,32.4,83.6,59.4,-2.0,1
Female,White,0.0,Bachelors,1,58.5,61.9,48.160000000000004,-2.0,0
Male,Hispanic,4.5,HS,0,63.1,67.6,61.28,0.0,1
Male,Asian,2.6,Masters,2,78.7,83.5,70.08,0.0,0
Male,Asian,7.5,PhD,3,73.3,86.6,78.96000000000001,0.0,1
Male,Black,8.2,Bachelors,1,67.5,61.8,68.12,-5.0,1
Female,Black,0.0,Bachelors,1,69.8,72.2,56.800000000000004,-7.0,0
Female,White,4.9,HS,0,55.3,73.5,61.32000000000001,-2.0,0
Male,Hispanic,8.4,Bachelors,1,47.5,74.5,65.6,0.0,0
Male,White,4.4,Bachelors,1,80.9,66.8,67.88000000000001,0.0,0
Female,Black,7.2,Bachelors,1,80.4,85.4,80.72000000000001,-7.0,0
Male,White,6.1,Bachelors,1,93.8,47.3,68.64,0.0,1
Female,Black,6.0,Bachelors,1,58.1,64.9,61.2,-7.0,1
Female,Hispanic,4.2,Bachelors,1,80.4,75.4,70.72000000000001,-2.0,0
Female,White,1.4,Bachelors,1,65.7,75.5,59.28,-2.0,0
Male,Hispanic,1.6,Bachelors,1,87.9,86.2,72.84000000000002,0.0,1
Male,White,7.1,Bachelors,1,85.3,84.4,82.08,0.0,1
Female,Hispanic,5.1,Masters,2,73.2,66.6,66.12,-2.0,1
Female,White,4.6,HS,0,64.9,85.6,69.4,-2.0,1
Male,White,3.7,Masters,2,84.4,61.4,65.72000000000001,0.0,1
Female,Asian,4.1,Bachelors,1,79.7,81.2,72.56000000000002,-2.0,0
Male,White,8.1,HS,0,59.7,91.7,76.76,0.0,1
Female,Hispanic,4.0,Bachelors,1,50.1,84.6,61.879999999999995,-2.0,0
Male,White,1.0,Bachelors,1,65.7,71.3,56.8,0.0,0
Female,White,7.2,Masters,2,92.7,66.0,77.88000000000001,-2.0,1
Male,White,4.4,HS,0,87.2,51.7,64.36,0.0,0
Male,Black,5.1,Bachelors,1,53.3,73.7,61.00000000000001,-5.0,0
Male,White,9.8,Bachelors,1,52.5,56.6,63.24,0.0,0
Male,White,4.9,PhD,3,89.1,60.5,69.64,0.0,0
Female,White,5.9,Bachelors,1,53.0,55.7,55.28,-2.0,0
Female,White,1.5,PhD,3,77.6,64.5,59.84,-2.0,0
Male,Asian,4.3,Masters,2,60.8,69.7,60.800000000000004,0.0,0
Male,Asian,6.8,Bachelors,1,94.3,73.3,80.63999999999999,0.0,1
Female,White,0.3,Masters,2,58.4,62.8,49.080000000000005,-2.0,0
Female,Black,5.6,PhD,3,87.2,82.8,79.2,-7.0,0
Female,White,5.3,Bachelors,1,72.8,67.5,66.72,-2.0,1
Male,Black,5.1,Bachelors,1,73.8,60.5,63.92,-5.0,0
Male,Hispanic,8.1,Bachelors,1,40.4,72.7,61.44,0.0,1
Female,Asian,6.0,Bachelors,1,37.0,93.6,64.24,-2.0,0
Male,White,9.4,HS,0,66.7,74.0,75.08,0.0,0
Female,Hispanic,2.0,Bachelors,1,73.7,65.6,59.72,-2.0,0
Male,White,5.4,Bachelors,1,53.1,51.7,52.72,0.0,0
Female,Asian,5.3,Bachelors,1,53.7,67.4,59.04000000000001,-2.0,0
Male,White,1.8,Bachelors,1,78.4,72.8,64.08,0.0,0
Female,Black,7.9,Masters,2,78.4,65.3,73.28,-7.0,0
Male,Black,12.0,Masters,2,67.9,50.0,71.16,-5.0,1
Female,Black,4.9,HS,0,81.7,59.8,66.4,-7.0,1
Male,White,6.5,Bachelors,1,52.4,87.5,68.96000000000001,0.0,1
Female,Asian,5.3,Bachelors,1,64.7,87.2,71.36000000000001,-2.0,0
Female,White,2.9,PhD,3,94.7,59.4,67.44,-2.0,0
Female,Black,0.0,HS,0,71.0,78.1,59.64,-7.0,0
Female,White,2.9,Bachelors,1,71.9,55.9,56.92,-2.0,0
Female,White,0.8,Masters,2,100.0,86.9,76.36,-2.0,1
Female,White,10.1,Masters,2,49.0,72.9,68.96000000000001,-2.0,1
Male,White,4.7,Masters,2,81.9,81.4,74.72000000000001,0.0,1
Female,White,4.0,Masters,2,95.0,49.4,65.76,-2.0,1
Male,White,7.7,HS,0,65.1,78.1,72.68,0.0,1
Male,White,1.6,Bachelors,1,82.9,69.9,64.32000000000001,0.0,1
Male,Hispanic,2.7,Bachelors,1,55.3,80.2,59.6,0.0,0
Male,Hispanic,5.2,Bachelors,1,59.7,81.0,66.68,0.0,0
Female,White,8.1,Masters,2,75.8,70.8,74.84,-2.0,0
Female,White,6.5,HS,0,82.0,62.8,70.92,-2.0,1
Female,White,5.7,Bachelors,1,86.8,79.4,77.88000000000001,-2.0,1
Female,White,5.2,Masters,2,93.5,69.3,75.52000000000001,-2.0,1
Male,Black,6.2,Bachelors,1,69.0,59.5,63.800000000000004,-5.0,0
Male,Black,5.6,PhD,3,87.9,59.0,69.96000000000001,-5.0,1
Male,White,1.9,PhD,3,64.9,52.3,50.68000000000001,0.0,1
Male,White,5.1,Bachelors,1,83.5,63.9,69.16,0.0,0
Male,White,1.8,Bachelors,1,73.1,83.2,66.11999999999999,0.0,0
Male,Hispanic,5.2,Bachelors,1,76.7,72.1,69.92,0.0,1
Female,Asian,3.6,Bachelors,1,76.4,63.6,63.2,-2.0,0
Female,White,12.6,Bachelors,1,45.9,79.7,75.44,-2.0,0
Female,White,4.9,Bachelors,1,53.1,60.0,55.040000000000006,-2.0,0
Female,Hispanic,0.8,PhD,3,71.5,71.1,58.64,-2.0,0
Female,Asian,4.6,Bachelors,1,44.7,67.8,54.2,-2.0,0
Male,White,6.6,Masters,2,82.5,79.3,77.92,0.0,1
Female,White,10.0,HS,0,83.1,51.1,73.68,-2.0,1
Female,White,3.2,Bachelors,1,74.9,59.8,60.28000000000001,-2.0,0
Male,Black,0.3,Masters,2,53.2,50.3,42.00000000000001,-5.0,0
Male,White,7.5,Bachelors,1,90.7,66.9,78.04,0.0,1
Female,White,0.9,Bachelors,1,100.0,84.5,75.60000000000001,-2.0,0
Male,Black,3.7,Bachelors,1,72.2,63.9,61.84,-5.0,0
Female,White,4.2,Masters,2,77.7,63.9,65.04,-2.0,0
Female,Hispanic,4.8,Bachelors,1,73.0,80.5,71.0,-2.0,1
Male,White,7.1,Bachelors,1,78.0,82.8,78.52,0.0,1
Male,White,2.9,Bachelors,1,68.2,68.9,60.64,0.0,0
Male,Black,4.2,PhD,3,69.5,78.2,67.48,-5.0,0
Male,White,5.0,Masters,2,83.6,57.1,66.28,0.0,0
Male,Asian,5.4,Bachelors,1,100.0,86.5,85.39999999999999,0.0,1
Female,White,5.3,Masters,2,49.0,95.8,68.52000000000001,-2.0,1
Male,White,6.3,Bachelors,1,68.4,76.3,70.48,0.0,0
Female,Black,7.5,Bachelors,1,52.3,45.0,53.92,-7.0,0
Male,White,6.2,Bachelors,1,93.9,63.3,75.28,0.0,0
Female,Asian,6.4,Bachelors,1,61.2,77.4,68.24000000000001,-2.0,1
Male,White,0.3,Bachelors,1,48.4,64.9,45.92000000000001,0.0,0
Male,White,5.2,HS,0,79.6,85.3,76.36,0.0,1
Female,White,6.4,Bachelors,1,96.2,77.1,82.12,-2.0,0
Female,White,7.2,Masters,2,80.0,61.5,71.0,-2.0,0
Male,Hispanic,2.9,Bachelors,1,73.1,70.4,63.2,0.0,0
Female,Hispanic,3.0,Bachelors,1,76.1,59.3,60.16,-2.0,0
Male,White,3.3,Masters,2,91.2,67.8,70.2,0.0,0
Male,White,6.6,HS,0,56.9,63.3,61.28,0.0,0
Male,Hispanic,8.1,Bachelors,1,68.3,84.1,77.16,0.0,1
Male,Asian,3.8,Masters,2,63.2,95.4,71.04,0.0,1
Female,White,7.7,Bachelors,1,52.5,52.8,57.52,-2.0,1
Male,White,5.4,Bachelors,1,65.1,46.9,55.599999999999994,0.0,0
Male,White,4.6,HS,0,86.6,67.1,70.68,0.0,0
Female,Hispanic,4.4,Masters,2,78.5,51.8,60.92,-2.0,0
Female,White,7.2,Bachelors,1,79.7,70.6,74.52000000000001,-2.0,1
Male,White,6.0,Masters,2,72.2,79.0,72.48,0.0,0
Female,Hispanic,11.8,Bachelors,1,77.8,87.9,89.88,-2.0,1
Male,White,2.4,Bachelors,1,58.0,72.4,56.96000000000001,0.0,0
Female,White,6.6,Masters,2,65.4,67.7,66.44000000000001,-2.0,1
Female,White,3.4,Bachelors,1,72.9,46.3,54.480000000000004,-2.0,0
Female,White,2.4,Bachelors,1,74.2,70.3,62.60000000000001,-2.0,1
Male,White,5.0,Bachelors,1,74.8,70.9,68.28,0.0,0
Male,White,5.4,Masters,2,67.9,77.7,69.04,0.0,0
Male,White,13.8,Bachelors,1,64.3,61.5,77.92,0.0,1
